id,name,upc,category,size,url,status
1564405684712455800,Sedano's Corn Meal Thick,81002885102,['22394612'],2 lb,https://www.sedanos.com/shop/bakery/sedano_s_corn_meal_thick/p/1564405684712455800,available
1564405684712022323,Sedano's Corn Pudding,27100400000,['22394612'],5 oz,https://www.sedanos.com/shop/bakery/sedano_s_corn_pudding/p/1564405684712022323,available
1564405684712024651,Coconut Tart,27110800000,['22394778'],1 ct,https://www.sedanos.com/shop/bakery/sweets_desserts/pies_tarts/coconut_tart/p/1564405684712024651,available
1564405684703601848,"Cuetara Cookies, Crisp Palm Leaf 6.9 oz",843416547043,['22394775'],6.9 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/cookies_treats/cuetara_cookies_crisp_palm_leaf_6_9_oz/p/1564405684703601848,available
2100533,"Sara Lee Bakery Bread, The Original 20 oz",7294561241,['22394622'],20 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/sara_lee_bakery_bread_the_original_20_oz/p/2100533,available
33816,Ball Park Burger Buns 8 ea,5040073942,['22395267'],14 oz,https://www.sedanos.com/shop/bakery/buns_rolls/from_the_aisle/buns/ball_park_burger_buns_8_ea/p/33816,available
7807,"Sara Lee Bread, Butter 20 oz",7294561190,['22394752'],20 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/white_sourdough_bread/sara_lee_bread_butter_20_oz/p/7807,available
1564405684712024611,Sedano's Custard Natilla,27100700000,['22394612'],10 oz,https://www.sedanos.com/shop/bakery/sedano_s_custard_natilla/p/1564405684712024611,available
1564405684689837479,"Cuetara Cookies, Maria 7.05 oz",843416544310,['22394766'],7.05 oz,https://www.sedanos.com/shop/bakery/refrigerated_dough/cookies/cuetara_cookies_maria_7_05_oz/p/1564405684689837479,available
6152,"Thomas' Bagels, Plain, Pre Sliced 6 ea",4812127707,['22394742'],6 ea,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/bagels_muffins/thomas_bagels_plain_pre_sliced_6_ea/p/6152,available
43555,"Martin's Potato Rolls, Sliced Slider 12 Ea",7518500004,['22395268'],12 ea,https://www.sedanos.com/shop/bakery/buns_rolls/from_the_aisle/rolls/martin_s_potato_rolls_sliced_slider_12_ea/p/43555,available
8452,"Bimbo Bread, Soft White 20 oz",7432309090,['22394752'],20 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/white_sourdough_bread/bimbo_bread_soft_white_20_oz/p/8452,available
1564405684712023487,Sedano's Sugar Cookie,81584700075,['22395274'],15 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/cookies_treats/butter_sugar_shortbread_cookies/sedano_s_sugar_cookie/p/1564405684712023487,available
1564405684712021894,Sedano's Tres Leches Cake,27112400000,['22394773'],20 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/cakes/sedano_s_tres_leches_cake/p/1564405684712021894,available
2384277,"Nature's Own Bread, 100% Whole Grain 20 oz",7225002523,['22394746'],20 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/multi_grain_whole_wheat_bread/nature_s_own_bread_100_whole_grain_20_oz/p/2384277,available
1564405684702756880,"Nature's Own Bread, White Thick Sliced 22 oz",7225002074,['22394752'],22 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/white_sourdough_bread/nature_s_own_bread_white_thick_sliced_22_oz/p/1564405684702756880,available
1564405684712021877,Chocolate Pudding,27101600000,['22394612'],4 oz,https://www.sedanos.com/shop/bakery/chocolate_pudding/p/1564405684712021877,available
4819709,"Dave's Killer Bread Dave's Killer Bread Good Seed® Thin Sliced, Organic Bread, 13g Whole Grains Per Slice, 20.5 Oz Loaf 20.5 oz",1376402712,['22394622'],20.5 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/dave_s_killer_bread_dave_s_killer_bread_good_seed_thin_sliced_organic_bread_13g_whole_grains_per_slice_20_5_oz_loaf_20_5_oz/p/4819709,available
7017026,Ke-Rrico Sugar Cookies,82584411010,['22395274'],16 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/cookies_treats/butter_sugar_shortbread_cookies/ke_rrico_sugar_cookies/p/7017026,available
9489,"Wonder Bread, Giant 24 Oz",7225001138,['22394752'],24 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/white_sourdough_bread/wonder_bread_giant_24_oz/p/9489,available
1564405684712024620,Sedano's Three Milk,27103300000,['22394773'],10 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/cakes/sedano_s_three_milk/p/1564405684712024620,available
6948053,"Martin's Bread, Real, Butter, Old Fashioned 18 Oz",7518500401,['22394622'],18 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/martin_s_bread_real_butter_old_fashioned_18_oz/p/6948053,available
43556,"Martin's Rolls, Big Marty's, Large 8 ea",7518500100,['22395266'],8 ea,https://www.sedanos.com/shop/bakery/buns_rolls/freshly_baked/rolls/martin_s_rolls_big_marty_s_large_8_ea/p/43556,available
1564405684712022234,"Sedano's Vanilla Muffins, 24 oz",81584700061,['22394777'],24 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/muffins_cupcakes/sedano_s_vanilla_muffins_24_oz/p/1564405684712022234,available
33818,Ball Park Hot Dog Buns 8 ea,5040075116,['22395267'],8 ct,https://www.sedanos.com/shop/bakery/buns_rolls/from_the_aisle/buns/ball_park_hot_dog_buns_8_ea/p/33818,available
4816960,"Dave's Killer Bread Bread, Organic, 21 Whole Grains And Seeds 27 oz",1376402705,['22394746'],27 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/multi_grain_whole_wheat_bread/dave_s_killer_bread_bread_organic_21_whole_grains_and_seeds_27_oz/p/4816960,available
6923,"Martin's Hoagie Rolls, 6 Ct",7518500150,['22395266'],20 oz,https://www.sedanos.com/shop/bakery/buns_rolls/freshly_baked/rolls/martin_s_hoagie_rolls_6_ct/p/6923,available
39979,"Entenmann's Buns, Cinnamon Swirl 18 oz",7203001191,['22395284'],18 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/donuts_pastries/cinnamon_rolls/entenmann_s_buns_cinnamon_swirl_18_oz/p/39979,available
8185987,Cruz Bakery Milk Coconut,71559510005,['22394631'],8 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/cruz_bakery_milk_coconut/p/8185987,available
1564405684712023166,Pudin De Pan,27102600000,['22394612'],24 oz,https://www.sedanos.com/shop/bakery/pudin_de_pan/p/1564405684712023166,available
15428,Pepperidge Farm® Raisin Cinnamon Swirl Bread 16.000 oz,1410007111,['22394750'],16 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/sweet_bread/pepperidge_farm_raisin_cinnamon_swirl_bread_16_000_oz/p/15428,available
1564405684712022167,Guava Marquesita,27118700000,['22394773'],12 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/cakes/guava_marquesita/p/1564405684712022167,available
1564405684703502664,"Bakerly Hot Dog Buns, Brioche 9.52 Oz",85216000674,['22395265'],9.52 oz,https://www.sedanos.com/shop/bakery/buns_rolls/freshly_baked/buns/bakerly_hot_dog_buns_brioche_9_52_oz/p/1564405684703502664,available
1564405684712023356,Boniatillo Con Coco,27100800000,['22394612'],5 oz,https://www.sedanos.com/shop/bakery/boniatillo_con_coco/p/1564405684712023356,available
5996819,"Martin's Potato Bread, Cinnamon Raisin Swirl 16 Oz",7518500602,['22394750'],16 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/sweet_bread/martin_s_potato_bread_cinnamon_raisin_swirl_16_oz/p/5996819,available
2281840,"Jj's Bakery Pie, Chocolate, Lightly Glazed 4 Oz",1128400306,['22394778'],4 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/pies_tarts/jj_s_bakery_pie_chocolate_lightly_glazed_4_oz/p/2281840,available
1564405684712023079,Sedano's Custard with Pound Cake,27109000000,['22394612'],30 oz,https://www.sedanos.com/shop/bakery/sedano_s_custard_with_pound_cake/p/1564405684712023079,available
